discarded_date	num	date_evaluated	company	role	score	status	report_path	note
2026-05-22	937	2026-05-22	Cekura	Forward Deployed Engineer (US)	2.5/5	Evaluated	reports/937-cekura-fde-us-2026-05-22.md	[US] SF on-site 5d/wk; YC F24 voice + chat AI agent testing/observability; $100-180K + equity; US citizen/visa only HARD BLOCKER (F-1 OPT incompatible); voice-stack gap (Twilio/SIP/WebRTC/Vapi); SKIP
2026-05-22	938	2026-05-22	Prox	Founding Forward Deployed Engineer	2.7/5	Evaluated	reports/938-prox-founding-fde-2026-05-22.md	[US] SF in-person 6d/wk + 4hr-notice US travel; YC F25 logistics AI agents; ~$200K cash + 1% equity (per sibling Founding Engineer band); founder-mandate role; logistics off-archetype; likely US-citizen pref; operational profile incompatible with Kent OH + F-1 OPT; SKIP
2026-05-22	939	2026-05-22	Dataland	Founding Forward Deployed Engineer	2.7/5	Evaluated	reports/939-dataland-founding-fde-2026-05-22.md	[US] NYC on-site; YC S20 applied AI lab (complex ops + customer support); $150-400K + 1% equity; multi-million ARR in 8 months profitable; founders ex-Palantir FDE; US citizen/visa only HARD BLOCKER (F-1 OPT incompatible); SKIP
2026-05-22	943		orphan	orphan	0/5		reports\943-elevenlabs-enterprise-se-germany-2026-05-22.md	
2026-05-22	944	2026-05-22	Sezzle	AI Engineer I (LATAM)	1.8/5	Discarded	reports/944-sezzle-ai-engineer-latam-2026-05-22.md	[Intl] LATAM-only $30-40K USD; F-1 OPT geo hard blocker; SKIP
2026-05-22	945	2026-05-22	Sezzle	AI Engineer I (Bogota)	1.7/5	Discarded	reports/945-sezzle-ai-engineer-bogota-2026-05-22.md	[Intl] Bogota Colombia $30-40K USD; F-1 OPT geo hard blocker; SKIP
2026-05-23	949	2026-05-23	Defense Unicorns	Forward Deployed AI Engineer	1.5/5	Evaluated	reports/949-defense-unicorns-fde-2026-05-23.md	[US] US-citizenship required (federal contractor) — hard veto for F-1 OPT
2026-05-23	951	2026-05-23	Pivot	AI Engineer	2.7/5	Evaluated	reports/951-pivot-ai-engineer-2026-05-23.md	[Intl] Paris first-AI-eng role at Series-B procurement startup; 5+ yrs ask vs Deepak's 3+ + EU relocation
2026-05-23	953	2026-05-23	Sarvam	ML Engineer (Data), Foundational Models	2.5/5	Evaluated	reports/953-sarvam-ml-engineer-data-2026-05-23.md	[Intl] Bengaluru pretraining data infra — Spark/Ray petabyte pipelines; profile mismatch (applied AI vs pretraining)
2026-05-23	955	2026-05-23	Prodigal	AI Engineer	2.8/5	Evaluated	reports/955-prodigal-ai-engineer-2026-05-23.md	[Intl] Bengaluru on-site 5d/wk; YC + Accel + Menlo Ventures fintech voice agents; tech 1:1 (agentic + LLM + production) but voice AI gap + F-1 OPT to India = giving up US runway; SKIP unless pursuing relocation
2026-05-23	963	2026-05-23	Hightouch	AI Operations, GTM	2.8/5	Evaluated	reports/963-hightouch-ai-ops-gtm-2026-05-23.md	[US] Remote US; $160-200K + ISO; GTM Ops + agentic Clay/Claude/Hightouch builder; role is RevOps-adjacent (off-archetype per profile filter, GTM in negative); SKIP per low-score policy
2026-05-24	974	2026-05-24	Latent Labs	Forward Deployed AI Engineer	2.6/5	Evaluated	reports/974-latent-labs-fde-ai-2026-05-24.md	[Intl] London hybrid + partner-site travel; generative biology (protein design / drug discovery) — AlphaFold + latent-diffusion alumni team; bio domain HARD gap + UK Skilled Worker visa blocker for F-1 OPT; SKIP unless UK relocation + bio ramp acceptance
2026-05-24	973		orphan	orphan	0/5		reports/973-arize-fde-apj-2026-05-24.md	
2026-05-25	980	2026-05-25	Glean	Partner Solutions Engineer (Japan)	1.8/5	SKIP	reports/980-glean-partner-solutions-engineer-2026-05-25.md	[Intl] Japan remote partner/channel SE — off all 6 engineering archetypes (partner GTM/sales), Japanese fluency hard blocker, Japan/F-1 OPT incompatible, posting ~13mo old (likely evergreen); SKIP
2026-05-25	980	2026-05-25	Periodic Labs	Forward Deployed Engineer, LLM Systems	2.5/5	Evaluated	reports/980-periodic-labs-fde-llm-systems-2026-05-25.md	[US] Menlo Park on-site; $350-400K + visa sponsorship; deep ML-systems infra (K8s/Slurm/vLLM/SGLang/RL) + semiconductor process eng — two hard skill-domain gaps; recommend against applying
2026-05-26	985	2026-05-26	Banyan Software	Forward Deployed Engineer	2.7/5	Evaluated	reports/985-banyan-software-fde-2026-05-26.md	[Intl] London UK hybrid; 5+ yrs senior gate (~50% YOE gap) + AWS/Terraform/serverless infra gaps + UK work auth; AI is thin overlay on cloud-modernization consulting; SKIP
2026-05-26	984		orphan	orphan	0/5		reports/984-assemblyai-fde-onboarding-2026-05-26.md	
2026-05-26	986		orphan	orphan	0/5		reports/986-cresta-senior-fde-ai-agent-2026-05-26.md	
2026-05-27	984	2026-05-26	Caylent	Forward Deployed Engineer	2.9/5	Evaluated	reports/984-caylent-fde-2026-05-26.md	[US] Remote US (50% travel); $136-216K; AWS consulting FDE; 5+ yrs gate Deepak doesn't meet; AWS depth + Claude Code SDK gaps
2026-05-27	985		orphan	orphan	0/5		reports\985-lyratechgroup-fde-ai-2026-05-26.md	
2026-05-27	986	2026-05-26	Air Apps	AI/ML Engineer (Paris)	2.7/5	Evaluated	reports/986-airapps-ai-ml-engineer-paris-2026-05-26.md	[Intl] Paris; consumer mobile ML; pide 4+ yrs + mobile experience; Deepak 2.5 yrs + no mobile native experience; below threshold
2026-05-27	987		orphan	orphan	0/5		reports\987-openai-fde-paris-2026-05-26.md	
2026-05-27	993	2026-05-27	Wayve	Partner Integration Engineer	2.3/5	Evaluated	reports/993-wayve-partner-integration-2026-05-27.md	[Intl] London UK hybrid; off-archetype automotive OEM integration (Java backend, Azure, 24/7 on-call); no AI/LLM content; UK-auth friction; mirrors discarded #205
2026-05-27	994	2026-05-27	Wayve	Platform Engineer	2.4/5	Evaluated	reports/994-wayve-platform-engineer-2026-05-27.md	[Intl] London UK hybrid; off-archetype pure cloud platform/DevOps (Azure/Terraform/K8s/RBAC); no AI content; Terraform+K8s+Azure gaps; UK-auth friction
2026-05-28	995	2026-05-27	Mistral AI	AI Deployment Strategist AI4Engineering EMEA (Paris)	2.4/5	Evaluated	reports/995-mistral-deployment-strategist-paris-2026-05-27.md	[Intl] Paris hybrid + 30-60% travel; vertical industrial physics (FEM/CFD/DEM) — hard domain gap; Mistral visa sponsorship offered; below-threshold, will be cleaned
2026-05-28	996	2026-05-27	Celonis	Strategic Applied AI Solutions Consultant (Stockholm)	2.5/5	Evaluated	reports/996-celonis-applied-ai-consultant-stockholm-2026-05-27.md	[Intl] Stockholm hybrid; 6+ yrs pre-sales floor — hard seniority gap; supply chain or finance vertical mismatch; below-threshold, will be cleaned
2026-05-28	1002	2026-05-28	JetBrains	ML Evaluation Engineer (Agentic Mobile App Gen)	2.9/5	Evaluated	reports/1002-jetbrains-ml-eval-2026-05-28.md	[Intl] Amsterdam, QA/eval flavor (3+ yrs QA), Kotlin Multiplatform code-gen — archetype adjacent, below threshold
2026-05-28	100		orphan	orphan	0/5		reports/1000-fortifyiq-data-ai-2026-05-28.md	
2026-05-28	100		orphan	orphan	0/5		reports/1002-jetbrains-ml-eval-2026-05-28.md	
2026-05-28	1005	2026-05-28	Celonis	Associate Applied AI Engineer (France) - Orbit Program	2/5	Evaluated	reports/1005-celonis-applied-ai-orbit-2026-05-28.md	[Intl] Madrid→Paris rotational; French C1/C2 hard blocker + EU work auth gap
2026-05-28	100		orphan	orphan	0/5		reports/1005-celonis-applied-ai-orbit-2026-05-28.md	
2026-05-29	1012	2026-05-29	HireHawk	AI Engineer - APIs & Automation	2.7/5	Evaluated	reports/1012-hirehawk-ai-engineer-2026-05-29.md	[Intl] Philippines/Remote; AI automation + API integration role; Workable URL HTTP 410 (posting possibly stale); aggregator-only signal; PH comp ~$30-60k USD sub-US-market; skip, no PDF
2026-05-29	101		orphan	orphan	0/5		reports\1012-hirehawk-ai-engineer-2026-05-29.md	
2026-05-29	1017	2026-05-29	Isidor	Forward Deployed Engineer	2.6/5	Evaluated	reports/1017-isidor-fde-2026-05-29.md	[US] London in-person (NOT US; SF relocation conditional H1 2026); pre-seed Sep 2025 $3.6M Gradient Ventures + DeepMind/Perplexity angels; Python + eval/HITL fit but F-1 OPT can't easily move to London; score below 3.0
2026-05-29	1019	2026-05-29	Defense Unicorns	Forward Deployed AI Engineer	1.8/5	Evaluated	reports/1019-defense-unicorns-fde-2026-05-29.md	[US] HARD BLOCKER: requires US citizenship + active/eligible security clearance — F-1 OPT ineligible; technical match strong (Python/agentic/RAG); comp $148.7-201.3K disclosed; do not apply
2026-05-29	1020	2026-05-29	Opaque Systems	Forward Deployed Engineer (AI)	2.7/5	Evaluated	reports/1020-opaque-systems-fde-2026-05-29.md	[US] Confidential AI (RISELab spinout; clients incl Anthropic/ServiceNow); JD says Romania location + 5+ yrs (Deepak 2.5); strong RAG/agentic/Claude API fit but seniority + location veto; score below 3.0
2026-05-29	1023	2026-05-29	Alpha Financial Markets Consulting	Forward Deployed Engineer (AI)	2.8/5	Evaluated	reports/1023-alpha-financial-fde-2026-05-29.md	[Intl] Orchestrator-tagged London but JD body says United States; explicit Senior 5+y floor (Deepak 2.5y); "no sponsorship" gate ambiguous on F-1 OPT; no insurance/asset-mgmt vertical; below 3.0 — do not apply
2026-05-29	1024	2026-05-29	BCG X	Forward Deployed AI Engineer (Germany)	2.6/5	Evaluated	reports/1024-bcgx-fde-munich-2026-05-29.md	[Intl] Munich; JD page shows "position filled" — closed for applications; likely Senior IC band; F-1 OPT → Germany relocation friction; German preferred; below 3.0 — do not apply; re-check in 30-90d
2026-05-30	1027	2026-05-30	SumUp	Fraud Prevention Agent II	1.5/5	SKIP	reports/1027-sumup-fraud-agent-2026-05-30.md	[Intl] São Paulo on-site fraud-ops role (not engineering); scanner false-positive on "Agent"; SKIP
2026-05-30	1032	2026-05-30	Defense Unicorns	Forward Deployed AI Engineer	2.5/5	Evaluated	reports/1032-defenseunicorns-fde-ai-2026-05-30.md	[US] Remote-US with travel; $148,750-201,250; stack match (Python/TS+LLM+K8s); HARD blocker: US citizenship + clearance eligibility required (Deepak F-1 OPT); do not apply
2026-05-30	1035	2026-05-30	Akka (Lightbend)	Forward Deployed Engineer (Europe)	2.7/5	Evaluated	reports/1035-akka-fde-europe-2026-05-30.md	[Intl] Germany remote; agentic + guardrail framing matches; HARD blocker: JVM/Scala + Akka Clustering/Persistence/Streams stack vs Deepak Python-first; senior consultant ask; German residency implied; pass
2026-05-31	1035	2026-05-31	Cohere	RevOps Analyst (Analytics)	1.5/5	Evaluated	reports/1035-cohere-revops-analyst-2026-05-31.md	[US] NYC/SF/Toronto remote-flexible; filter slip — RevOps/Sales Ops role at Cohere, not AI engineering; Salesforce+CPQ+Looker+BigQuery skill set; SKIP — wrong archetype, sending eng CV would burn future eng applications
2026-05-31	1037	2026-05-31	YipitData	AI Engineer	2.8/5	Evaluated	reports/1037-yipitdata-ai-engineer-2026-05-31.md	[US] NYC HQ / US Remote-friendly; alt-data + causal inference + Spark + investor white papers — three hard gaps; LLM internal tooling secondary in role; SKIP — wrong center of gravity for archetype
2026-05-31	1038	2026-05-31	Geniant LLC	Forward Deployed Engineer	1.8/5	Evaluated	reports/1038-geniant-fde-2026-05-31.md	[US] Dallas TX office-based; two HARD blockers: 10+ yrs SWE required (Deepak ~3y) + explicit no sponsorship (Deepak on F-1 OPT); SKIP — no path forward
2026-05-31	1039	2026-05-31	Jobgether	Applied AI Engineer (Remote from France)	2.7/5	Evaluated	reports/1039-jobgether-applied-ai-france-2026-05-31.md	[Intl] Remote France via Jobgether placement platform; end-client identity hidden; vague JD (generic AI features); HARD: F-1 OPT in US, no FR/EU work auth; SKIP — work auth gap + intermediated posting
2026-05-31	1044	2026-05-31	Air Apps	AI/ML Engineer	2.8/5	Evaluated	reports/1044-airapps-aiml-lisbon-2026-05-31.md	[Intl] Lisbon fully onsite (relocation support); mobile-ML focus; gap on on-device + 4y mobile preference
2026-05-31	1045		orphan	orphan	0/5		reports/1045-sezzle-ai-engineer-i-latam-2026-05-31.md	
2026-05-31	1046		orphan	orphan	0/5		reports/1046-sezzle-ai-engineer-ii-latam-2026-05-31.md	
2026-06-01	1064	2026-06-01	Data Intellect	Forward Deployed Engineers (AI) 12-week contract	2.6/5	Evaluated	reports/1064-data-intellect-fde-12wk-2026-06-01.md	[Intl] Toronto on-site 12-wk contract; F-1 OPT mismatch + short engagement = below 3.0.
2026-06-02	1066	2026-06-02	Wayve	Partner Integration Engineer, AI Portal (Tokyo)	2.4/5	Evaluated	reports/1066-wayve-partner-integration-tokyo-2026-06-02.md	[Intl] Tokyo Japan; Japanese fluency non-negotiable + F-1 OPT → Japan visa = SKIP
2026-06-02	1067	2026-06-02	Celonis	Associate Applied AI Engineer (Benelux) - Orbit Program (Madrid)	2.5/5	Evaluated	reports/1067-celonis-associate-applied-ai-orbit-madrid-2026-06-02.md	[Intl] Madrid Spain → Amsterdam; Dutch C1/C2 critical + Spain visa = SKIP
2026-06-02	1068	2026-06-02	Celonis	Associate Applied AI Engineer (Benelux) - Orbit Program	2/5	SKIP	reports/1068-celonis-orbit-madrid-2026-06-02.md	[Intl] Madrid (poss. Amsterdam after 2yrs); graduate Orbit Program; HARD VETO: Dutch C1/C2 mandatory + EU work auth
2026-06-02	1068	2026-06-02	Wayve	Partner Integration Engineer - AI Portal	2.2/5	SKIP	reports/1068-wayve-partner-integration-engineer-2026-06-02.md	[Intl] Yokohama on-site; fluent Japanese non-negotiable (hard gate); Java/Azure/automotive/on-call = off-archetype; Japan work auth
2026-06-02	1069	2026-06-02	Celonis	Associate Applied AI Engineer (Benelux) - Orbit	2.3/5	SKIP	reports/1069-celonis-associate-applied-ai-engineer-2026-06-02.md	[Intl] Madrid hybrid + Benelux travel; Dutch C1/C2 required (hard gate); presales/process-mining tilt; EU work auth for F-1 OPT
2026-06-03	1070	2026-06-02	Hightouch	Partner Solutions Engineer	2/5	Evaluated	reports/1070-hightouch-partner-solutions-engineer-2026-06-02.md	[US] SKIP — partner/pre-sales GTM SE, outside target archetypes; fails 5+ yr SE seniority/track gate + no partner-channel/Snowflake/BigQuery depth. Legitimacy High. Redirect to Hightouch ML/AI eng reqs.
2026-06-03	1071	2026-06-02	Algolia	Junior Software Engineer, GenAI	2.8/5	Evaluated	reports/1071-algolia-junior-swe-genai-2026-06-02.md	[US] DEAD posting (Greenhouse 404 + scan-history dead 2026-05-02); 3 judges verified 4.3->2.8 skip; no live junior GenAI re-route; OPT sponsorship gate open; down-level vs 4+ yrs.
2026-06-03	1073	2026-06-02	webAI	Forward Deployed AI Engineer	1.6/5	Evaluated	reports/1073-webai-forward-deployed-ai-engineer-2026-06-02.md	[US] SKIP — targeted posting delisted (Ashby jobPosting=null); only live equivalent is Senior Public-Sector FDE requiring active US security clearance (citizenship) incompatible with F-1 OPT. Two stacked fatal gates. Mark Discarded; watch board for non-senior non-cleared FDE.
2026-06-03	1075	2026-06-02	Sharebite	AI Engineer	2.9/5	Evaluated	reports/1075-sharebite-ai-engineer-2026-06-02.md	[US] SKIP — verified 2.9 (orig 3.4). Hard 5+yr full-stack floor missed (~4yr AI-weighted); role buys full-stack first, defers AI strength. F-1 OPT sponsorship gate at 101-person Series B. Comp ok ($110-130K), posting legit.
2026-06-03	1077	2026-06-02	Fullscript	Machine Learning Engineer	2.7/5	Evaluated	reports/1077-fullscript-machine-learning-engineer-2026-06-02.md	[US] SKIP: live ML roles Canada-only (F-1 OPT blocker) + senior floor; requested US/Canada-remote posting dead. Monitor for US-remote reopen.
2026-06-03	1079	2026-06-02	Capital.com	AI Engineer (Security)	2.8/5	Evaluated	reports/1079-capital-com-ai-engineer-security-2026-06-02.md	[Intl] SKIP — strong AI-security topical overlap but EU hybrid (Cyprus/Bulgaria/Poland) collides with F-1 OPT, no sponsorship/relocation; security-engineering discipline outside target archetypes. 3 judges converged skip (orig 3.1 -> verified 2.8).
2026-06-03	1080	2026-06-02	PhysicsX	Machine Learning Engineer	1.6/5	Evaluated	reports/1080-physicsx-machine-learning-engineer-2026-06-02.md	[US] Skip — physics-informed/3D geometric-DL domain gap (zero CFD/FEA/simulation in CV); citizenship-only restriction on live posting is a hard veto for F-1 OPT.
2026-06-03	1084	2026-06-02	Scale AI	AI Deployment Strategist, Enterprise	2.4/5	Evaluated	reports/1084-scale-ai-ai-deployment-strategist-2026-06-02.md	[US] Skip — archetype mismatch (commercial deployment ownership, not IC engineering) + 5-8yr seniority floor vs ~4yr CV; legitimacy High Confidence; redirect to Scale AI FDE GenAI / Applied AI Engineer Enterprise GenAI.
2026-06-03	1085	2026-06-02	Pallet	Enterprise Deployment Strategist (AI/ML Product)	2.4/5	Evaluated	reports/1085-pallet-enterprise-deployment-strategist-2026-06-02.md	[US] Skip — customer-facing 6+ yr operator/strategist seat (non-engineering); seniority+function double-fail (~4 yr IC build-side), onsite 5d/wk SF/NYC blocker vs Kent OH. Legit High Confidence. Redirect to Pallet FDE / Agent Delivery Engineer.
2026-06-03	1086	2026-06-02	Cognition	Deployed Engineer - LATAM	2.8/5	Evaluated	reports/1086-cognition-deployed-engineer-latam-2026-06-02.md	[Intl] Brazil-based LATAM hire requiring Brazil work auth; no US-remote/sponsorship — accepting forfeits F-1 OPT. Strong FDE/skills fit, but decisive geo+comp blockers. Legit High Confidence. SKIP.
2026-06-03	1088	2026-06-02	Scale AI	Machine Learning Engineer, Global Public Sector	2.4/5	Evaluated	reports/1088-scale-ai-ml-engineer-global-public-sector-2026-06-02.md	[Intl] Skip: non-US (Doha/London) + no sponsorship vs F-1 OPT; ME relocation; strong agentic/evals fit but two hard gates dominate.
2026-06-03	1089	2026-06-02	PhysicsX	Machine Learning Engineer	2.2/5	Evaluated	reports/1089-physicsx-machine-learning-engineer-2026-06-02.md	[Intl] Skip — scientific/simulation-ML role (CAE/CFD/FEA surrogates, point-cloud/mesh); zero domain match vs LLM/GenAI CV; onsite Singapore relocation forfeits US OPT/H-1B. Verified 2.4→2.2.
2026-06-03	1090	2026-06-02	Proton	Machine Learning Engineer	2.7/5	Evaluated	reports/1090-proton-machine-learning-engineer-2026-06-02.md	[Intl] Strong technical fit (differential privacy direct hit, agentic LLM, MLOps) but on-site Geneva/Taipei + F-1 OPT (US-only) + no sponsorship/relocation = hard gate. SKIP.
2026-06-03	1084	2026-06-03	Snorkel AI	AI Advocate - Open-Source & Research	2.2/5	Evaluated	reports/1084-snorkel-ai-advocate-oss-research-2026-06-03.md	[US] SF hybrid; $155-240K; DevRel/Research Advocate; 6+ YoE + conference body of work gates
2026-06-03	1083		orphan	orphan	0/5		reports/1083-scale-ai-infra-eng-enterprise-genai-2026-06-03.md	
2026-06-03	1086		orphan	orphan	0/5		reports/1086-arize-ai-fde-apj-singapore-2026-06-03.md	
2026-06-03	1086	2026-06-03	Pallet	Security Platform Engineer	2.4/5	Evaluated	reports/1086-pallet-2026-06-03.md	[US] SF/NY on-site 5d/wk, 6+yrs sec-platform; out of archetype.
2026-06-03	1090	2026-06-03	Scale AI	ML Systems Engineer, Robotics	2.5/5	Evaluated	reports/1090-scaleai-mlse-robotics-2026-06-03.md	[US] SF hybrid; Go/Rust/C++ + robotics domain gap.
2026-06-03	1091	2026-06-03	Scale AI	Research Scientist, Agent Robustness	2.7/5	Evaluated	reports/1091-scaleai-rs-agent-robustness-2026-06-03.md	[US] SF/NY hybrid; RS title typically PhD-gated; eval-framework gap.
2026-06-03	1092	2026-06-03	Scale AI	Research Scientist, AI Controls and Monitoring	2.7/5	Evaluated	reports/1092-scaleai-rs-ai-controls-monitoring-2026-06-03.md	[US] SF/NY/London hybrid; RS title PhD-gated; monitoring fit but publications soft gap.
2026-06-03	1093	2026-06-03	Proton	Database Platform Engineer	1.7/5	Evaluated	reports/1093-proton-database-platform-engineer-2026-06-03.md	[Intl] Prague hybrid; pure DB platform/SRE; out of archetype.
2026-06-03	1094	2026-06-03	Legora	Platform Engineer	2.4/5	Evaluated	reports/1094-legora-platform-engineer-2026-06-03.md	[Intl] Stockholm HQ; F-1 OPT visa friction; JD body inaccessible (Ashby SPA).
2026-06-03	1096	2026-06-03	Proton	Frontend Engineer (Lumo AI)	1.8/5	Evaluated	reports/1096-proton-frontend-engineer-lumo-2026-06-03.md	[Intl] Geneva/Taipei/Paris hybrid; pure React FE; out of archetype.
2026-06-03	1097	2026-06-03	LanguageWire	AI Engineer	2.9/5	Evaluated	reports/1097-languagewire-ai-engineer-2026-06-03.md	[Intl] Copenhagen FlexiWire hybrid; F-1 OPT mismatch; JD opacity.
2026-06-03	1089		orphan	orphan	0/5		reports/1089-scaleai-mlsre-agent-post-training-2026-06-03.md	
2026-06-03	1097	2026-06-03	Cresta	AI Value Partner, Customer Analytics	2.7/5	Evaluated	reports/1097-cresta-ai-value-partner-customer-analytics-2026-06-03.md	[US] Customer-Success data analytics (EDA/A-B/dashboards/ROI), not AI/LLM eng; remote US; legit (Cresta, $270M); archetype mismatch -> below 3.0
2026-06-03	1098	2026-06-03	Proactive Technology Management	Forward Deployed Engineer - AI Consultant	2.2/5	Evaluated	reports/1098-proactive-technology-management-fde-ai-consultant-2026-06-03.md	[US] FDE in title only; healthcare-ops consultant, 8+ yrs director/VP, explicitly no SWE; Detroit on-site +30% travel; hard fit+seniority mismatch -> below 3.0
2026-06-03	1104	2026-06-03	Valtech	Forward Deployed Engineer, Google Cloud, AI Expert	2.9/5	Evaluated	reports/1104-valtech-fde-google-cloud-2026-06-03.md	[Intl] Montreal Quebec-residency required + 5+ years GCP/Vertex AI; hard residency blocker for F-1 OPT; SKIP
2026-06-04	1104	2026-06-04	Scale AI	AI Deployment Strategist, Healthcare & Life Sciences	2.3/5	SKIP	reports/1104-scale-ai-ai-deployment-strategist-2026-06-04.md	[US] senior consulting/account role (5+ yrs) — archetype mismatch, do not apply
2026-06-04	1110	2026-06-04	Scale AI	AI Deployment Strategist, Healthcare & Life Sciences	2.5/5	Evaluated	reports/1110-scaleai-ai-deployment-strategist-healthcare-2026-06-04.md	[US] SKIP: requires 5+yr consulting/ops bg; Deepak is IC engineer; wrong-shape role
2026-06-04	1115		orphan	orphan	0/5		reports/1115-fieldai-fde-singapore-2026-06-04.md	
2026-06-04	1120	2026-06-04	Cedana	Forward Deployed Engineer: AI + HPC	2.4/5	Evaluated	reports/1120-cedana-fde-ai-hpc-2026-06-04.md	[US] SLURM/HPC senior gap; 6+yr floor; not pursuing
2026-06-04	1121	2026-06-04	Leena AI	Forward Deployed Engineer	2.3/5	Evaluated	reports/1121-leena-ai-fde-2026-06-04.md	[US] 8+yr FDE/PS floor; not pursuing
2026-06-04	1123	2026-06-04	Runpod	Forward Deployed Engineer APAC	2/5	Evaluated	reports/1123-runpod-fde-apac-2026-06-04.md	[Intl] APAC-only location blocker (SG/KR/MY)
2026-06-04	1122		orphan	orphan	0/5		reports/1122-sierra-swe-agent-spanish-london-2026-06-04.md	
2026-06-04	1126	2026-06-04	Sezzle	AI Engineer I	2.7/5	Evaluated	reports/1126-sezzle-ai-engineer-i-2026-06-04.md	[Intl] Bogota Colombia LATAM-local hire ~$35k; strong tech fit but wrong market for US F-1 OPT; SKIP
2026-06-04	1128	2026-06-04	Parloa	Forward Deployed Engineer, VoIP	2.2/5	Evaluated	reports/1128-parloa-fde-voip-us-2026-06-04.md	[US] NY/US Remote; FDE title misleading - SIP/VoIP/telephony specialist role; zero telco overlap with Deepak's AI/LLM stack; SKIP
2026-06-04	1130	2026-06-04	Parloa	Forward Deployed Engineer, DevOps	2.7/5	Evaluated	reports/1130-parloa-fde-devops-de-2026-06-04.md	[Intl] Berlin/Munich/DE Remote; pure DevOps role (5+ yrs); Deepak is AI/ML w/ MLOps adjacency not dedicated DevOps; F-1 OPT vs DE work-auth; SKIP
2026-06-04	1131	2026-06-04	YLD	Contract Forward Deployed Engineer	2.4/5	Evaluated	reports/1131-yld-contract-fde-uk-eu-2026-06-04.md	[Intl] UK/EU Remote 6mo contract B2B; Golang+Java primary (Deepak has Python+Java no Go); F-1 OPT incompatible w/ UK contract structure; SKIP
2026-06-04	1129		orphan	orphan	0/5		reports/1129-openai-fde-swe-paris-2026-06-04.md	
2026-06-04	1136	2026-06-04	QIMA	AI Engineer (F/M) - Remote	2.7/5	Evaluated	reports/1136-qima-ai-engineer-italy-2026-06-04.md	[Intl] Italy-only remote; entry-level framing; opaque comp; polyglot non-Python stack; F-1 OPT hard blocker
2026-06-04	1137	2026-06-04	Huzzle	AI Engineer	2.8/5	Evaluated	reports/1137-huzzle-ai-engineer-romania-2026-06-04.md	[Intl] Romania-only remote; recruitment SaaS 11-50; 2y entry; opaque comp likely sub-target; stack 1:1 (Python/TF/PyTorch/LangChain/HF); F-1 OPT residency hard blocker
2026-06-04	1138	2026-06-04	KlearNow.AI	AI Engineer II / AI Engineer III	2.7/5	Evaluated	reports/1138-klearnow-ai-engineer-india-2026-06-04.md	[Intl] Gurgaon India on-site; trade-doc NLP/CV ML; stack 1:1 (Python/Keras/PyTorch/TF); F-1 OPT US-resident → India relocation forfeits sponsorship runway; pursue US/UK/ES/NL ops side instead
2026-06-05	1146	2026-06-05	Anglera	Forward Deployed Engineer	2.9/5	Evaluated	reports/1146-anglera-fde-2026-06-05.md	[US] SF on-site, $125-160K; explicit no-sponsorship (US citizen/visa only) blocks F-1 OPT; PIM/MDM stack mismatch; AI depth underused — below apply bar
2026-06-05	1148		orphan	orphan	0/5		reports/1148-anthropic-applied-ai-engineer-sydney-2026-06-05.md	
2026-06-05	1156	2026-06-05	Product Hackers	AI Engineer	2.4/5	Evaluated	reports/1156-producthackers-2026-06-05.md	[Intl] Spain Remote; €35-45K; fluent Spanish required — hard blocker; LangGraph/CrewAI/Claude Agent SDK stack otherwise strong fit; skip
2026-06-05	1158	2026-06-05	Modulai	Machine Learning Engineer	2.4/5	Evaluated	reports/1158-modulai-2026-06-05.md	[Intl] Stockholm Hybrid; NO visa sponsorship — explicit hard blocker for F-1 OPT candidate; skip
2026-06-05	1150		orphan	orphan	0/5		reports/1150-devrev-2026-06-05.md	
2026-06-05	1151		orphan	orphan	0/5		reports/1151-huggingface-cloud-ml-devrel-2026-06-05.md	
2026-06-05	1152		orphan	orphan	0/5		reports/1152-huggingface-on-device-ml-2026-06-05.md	
2026-06-05	1161	2026-06-05	Decagon	Platform Engineer, Security	2.7/5	Evaluated	reports/1161-decagon-platform-engineer-security-2026-06-05.md	[US] Security-eng role, not Applied-AI archetype; SF in-office $200-330K
2026-06-05	1165	2026-06-05	YLD	Contract Forward Deployed Engineer	2.5/5	Evaluated	reports/1165-yld-contract-fde-2026-06-05.md	[Intl] Golang/Java infra contract, not AI; UK work-auth blocker
2026-06-05	1171	2026-06-05	Sezzle	AI Engineer II (Brazil)	1.7/5	Evaluated	reports/1171-sezzle-ai-engineer-ii-brazil-2026-06-05.md	[Intl] Sezzle BNPL fintech; BRAZIL-ONLY remote; $40-72K USD/yr LATAM-pay; stack fit but geo mismatch — Deepak US-based F-1 OPT
2026-06-05	1167		orphan	orphan	0/5		reports/1167-lyratechgroup-fde-ai-2026-06-05.md	
2026-06-05	1179	2026-06-05	Sezzle	AI Engineer I	2.4/5	Evaluated	reports/1179-sezzle-ai-engineer-i-2026-06-05.md	[Intl] Remote Colombia-only auth; $2.5-3.3K/mo; skills fit but location+comp veto for US-based F-1 OPT
2026-06-05	1182		orphan	orphan	0/5		reports/1182-cartesia-founding-fde-india-2026-06-05.md	
2026-06-05	1183	2026-06-05	Defense Unicorns	Forward Deployed AI Engineer	2/5	Evaluated	reports/1183-defense-unicorns-fde-ai-2026-06-05.md	[US] Remote US; $148.7-201.3K; agentic GenAI in air-gapped DoD K8s; tech stack 1:1 (RAG/LLM/eval/Python); HARD BLOCK — explicit U.S. citizenship requirement excludes F-1 OPT
